index,producer->batch_size,producer->linger_ms,producer->compression_type,producer->topics,consumer->fetch_wait_max_ms
4562,89150,65,gzip,9,261
4563,39733,89,None,8,300
4564,107766,100,lz4,9,446
4565,209486,93,lz4,9,407
4566,25231,40,gzip,3,338
4567,88908,62,lz4,8,15
4568,105664,2,lz4,5,451
4569,13197,26,lz4,10,489
4570,45383,86,gzip,7,387
4571,217832,63,gzip,7,126
4572,19379,55,lz4,9,422
4573,104299,68,None,2,136
4574,7553,71,lz4,3,298
4575,14581,69,snappy,1,257
4576,208866,86,snappy,9,367
4577,241519,53,snappy,7,236
4578,63333,5,lz4,1,40
4579,236084,45,snappy,2,286
4580,84794,6,snappy,6,28
4581,113575,19,lz4,7,224
4582,135954,82,gzip,6,302
4583,260811,21,gzip,2,341
4584,252732,45,None,4,497
4585,9220,73,snappy,5,24
4586,37950,34,gzip,4,109
4587,169572,50,snappy,6,111
4588,136337,60,snappy,6,347
4589,103335,62,lz4,4,455
4590,213313,59,snappy,9,171
4591,69120,83,gzip,4,305
4592,190452,12,None,10,330
4593,257598,2,lz4,9,417
4594,89678,67,None,4,170
4595,79827,62,None,3,86
4596,3103,33,lz4,10,439
4597,245321,11,None,7,496
4598,56232,55,None,1,248
4599,4882,18,snappy,10,293
4600,56126,13,gzip,3,139
4601,43712,69,None,3,444
4602,222518,18,gzip,10,264
4603,184779,84,lz4,4,310
4604,10909,70,lz4,4,438
4605,112403,71,gzip,4,72
4606,155594,35,snappy,7,420
4607,209349,80,lz4,6,213
4608,89840,84,None,3,160
4609,181354,30,None,5,10
4610,59546,62,snappy,5,345
4611,221872,62,gzip,10,213
4612,160849,14,lz4,8,150
4613,121590,27,snappy,1,177
4614,41870,31,None,2,363
4615,45743,97,None,1,78
4616,17449,59,gzip,10,353
4617,13280,72,gzip,1,46
4618,84394,14,lz4,4,22
4619,12955,87,None,4,133
4620,111500,98,gzip,1,264
4621,247161,45,lz4,7,60
4622,186419,75,None,6,27
4623,117488,23,lz4,2,324
4624,40267,14,None,3,40
4625,53515,31,None,6,37
4626,89072,74,None,4,239
4627,3746,64,lz4,1,263
4628,43470,61,None,4,121
4629,46669,95,None,2,405
4630,127139,16,lz4,4,21
4631,80372,23,snappy,7,240
4632,139134,64,gzip,7,49
4633,42673,33,lz4,5,11
4634,231307,45,None,2,74
4635,200390,14,snappy,4,229
4636,59760,23,None,7,396
4637,104606,16,snappy,4,350
4638,152154,28,snappy,5,330
4639,44152,39,gzip,4,318
4640,68089,78,lz4,5,300
4641,699,65,lz4,10,55
4642,156216,27,gzip,9,217
4643,222619,52,gzip,9,441
4644,210471,63,gzip,8,81
4645,246574,80,snappy,2,349
4646,42017,44,snappy,1,408
4647,122401,5,gzip,4,32
4648,198085,43,snappy,5,500
4649,85292,46,snappy,3,288
4650,198074,48,None,7,15
4651,155782,86,snappy,6,291
4652,112278,48,lz4,1,216
4653,36078,14,None,4,470
4654,133406,39,gzip,1,427
4655,253318,35,lz4,10,419
4656,158060,26,snappy,5,375
4657,169609,95,gzip,6,270
4658,115573,66,gzip,1,323
4659,140323,36,snappy,1,224
4660,220278,77,snappy,8,391
4661,59049,5,snappy,9,432
4662,207154,63,gzip,8,437
4663,244763,69,gzip,4,107
4664,178109,32,gzip,8,312
4665,245954,80,lz4,5,299
4666,245883,91,gzip,7,6
4667,36244,47,gzip,10,423
4668,250371,49,gzip,5,467
4669,235107,81,gzip,1,90
4670,216950,68,lz4,5,322
4671,212336,58,lz4,4,149
4672,109173,46,None,2,20
4673,246860,60,None,10,314
4674,237010,76,None,6,7
4675,144486,24,None,5,301
4676,96154,30,gzip,5,459
4677,205636,94,lz4,1,309
4678,15464,30,None,10,316
4679,20665,77,lz4,1,91
4680,82563,37,None,7,162
4681,254356,51,None,6,115
4682,249192,80,snappy,8,360
4683,254707,53,gzip,10,395
4684,6776,8,gzip,7,69
4685,147429,34,snappy,8,140
4686,30398,82,None,5,316
4687,126146,13,lz4,3,403
4688,149714,75,snappy,7,29
4689,195405,60,lz4,7,117
4690,206882,31,gzip,5,175
4691,80375,2,None,5,470
4692,210129,36,lz4,6,258
4693,249400,27,None,10,390
4694,152881,56,gzip,10,132
4695,140174,22,gzip,6,390
4696,151242,10,snappy,9,232
4697,68384,100,None,1,211
4698,200049,16,snappy,2,18
4699,7149,78,gzip,9,205
4700,35510,32,snappy,5,96
4701,230972,74,gzip,10,417
4702,95167,11,snappy,2,265
4703,251568,44,None,2,277
4704,236831,59,lz4,6,217
4705,143908,91,lz4,7,299
4706,26469,86,None,4,143
4707,135362,47,lz4,8,64
4708,161770,60,None,3,349
4709,92344,51,gzip,5,389
4710,223278,9,lz4,6,493
4711,165407,36,lz4,3,474
4712,136850,22,None,6,31
4713,12743,83,gzip,2,93
4714,80726,86,None,9,104
4715,160459,81,gzip,9,261
4716,140960,93,None,7,483
4717,112245,54,None,3,459
4718,23738,66,snappy,7,195
4719,189356,98,snappy,5,113
4720,36043,88,gzip,2,399
4721,169856,15,lz4,6,317
4722,145920,52,gzip,6,85
4723,37062,46,snappy,3,185
4724,127225,61,lz4,6,234
4725,110304,42,snappy,6,499
4726,16565,29,snappy,3,397
4727,76104,43,None,5,418
4728,239078,100,lz4,3,470
4729,199834,47,None,1,390
4730,156140,81,snappy,4,105
4731,39001,30,gzip,3,22
4732,138805,75,gzip,3,481
4733,132109,65,snappy,7,96
4734,166602,22,snappy,3,45
4735,207348,8,snappy,3,492
4736,143302,76,snappy,7,379
4737,33301,47,snappy,3,109
4738,257509,11,snappy,8,42
4739,94084,95,snappy,6,91
4740,161921,68,lz4,2,202
4741,114818,44,gzip,1,470
4742,149562,70,snappy,5,398
4743,239904,35,None,9,422
4744,77045,25,None,3,443
4745,216351,89,lz4,5,322
4746,67529,55,None,9,54
4747,11738,74,lz4,3,425
4748,71147,17,None,8,259
4749,226256,7,snappy,9,163
4750,204851,28,snappy,3,477
4751,201383,9,None,6,253
4752,118150,9,None,6,244
4753,31771,55,None,9,121
4754,196053,63,lz4,6,125
4755,102342,97,gzip,3,10
4756,73840,47,snappy,7,423
4757,69180,16,lz4,4,484
4758,136717,69,snappy,9,101
4759,206335,27,snappy,8,62
4760,258669,37,snappy,2,262
4761,158965,37,snappy,9,110
4762,84963,72,gzip,1,20
4763,14913,3,snappy,6,419
4764,29628,66,snappy,5,366
4765,130466,46,gzip,4,141
4766,63010,13,lz4,5,185
4767,172317,24,gzip,8,377
4768,54516,25,lz4,10,378
4769,66639,43,lz4,8,306
4770,253472,53,gzip,4,417
4771,243437,84,snappy,9,498
4772,209763,95,None,8,302
4773,160734,97,gzip,10,273
4774,73818,79,gzip,1,136
4775,75461,11,lz4,2,302
4776,61580,15,None,6,305
4777,79791,22,gzip,10,97
4778,118474,19,None,10,84
4779,99340,15,lz4,5,489
4780,37334,70,gzip,4,351
4781,90948,50,lz4,10,91
4782,17839,12,lz4,6,244
4783,259557,15,snappy,2,17
4784,3665,18,lz4,9,466
4785,22041,28,snappy,10,1
4786,224939,98,snappy,4,73
4787,248697,50,None,2,239
4788,14745,89,None,1,157
4789,191399,30,snappy,4,487
4790,69539,81,None,4,128
4791,175363,99,gzip,4,87
4792,108004,44,lz4,9,119
4793,155294,21,snappy,8,355
4794,85390,40,None,4,197
4795,174689,14,None,1,207
4796,72400,14,snappy,3,303
4797,144329,10,lz4,5,224
4798,56384,15,None,9,414
4799,98787,54,None,4,499
4800,179146,25,gzip,8,316
4801,241074,39,snappy,10,110
4802,2945,54,snappy,4,126
4803,199866,2,lz4,7,53
4804,137308,68,snappy,5,295
4805,18316,72,snappy,2,241
4806,14848,81,gzip,1,470
4807,245201,85,gzip,1,499
4808,126054,28,snappy,2,374
4809,64633,89,snappy,2,43
4810,92427,4,None,9,27
4811,8428,49,gzip,4,276
4812,252588,27,snappy,6,410
4813,238108,34,snappy,9,383
4814,246833,51,snappy,4,358
4815,221309,67,snappy,1,102
4816,140734,36,snappy,5,175
4817,217211,82,lz4,3,432
4818,77618,42,snappy,6,167
4819,252325,16,gzip,7,351
4820,106245,36,gzip,2,435
4821,177924,84,snappy,5,307
4822,65530,35,snappy,5,125
4823,124385,58,snappy,8,29
4824,77816,92,gzip,5,292
4825,145418,69,None,2,12
4826,31627,31,snappy,6,245
4827,253703,89,lz4,1,421
4828,131931,4,gzip,8,320
4829,166855,2,gzip,2,223
4830,256139,69,gzip,1,252
4831,259942,66,snappy,3,237
4832,235809,12,lz4,3,226
4833,168315,72,None,5,134
4834,202188,22,gzip,7,305
4835,185213,10,None,5,50
4836,237657,20,snappy,1,232
4837,253157,75,snappy,1,399
4838,50057,81,lz4,9,14
4839,250517,3,lz4,1,448
4840,212983,5,snappy,10,290
4841,155211,19,snappy,3,51
4842,110658,44,None,2,204
4843,21358,82,None,5,497
4844,55889,58,gzip,3,201
4845,67988,65,gzip,1,313
4846,254839,80,lz4,1,5
4847,58714,18,lz4,7,205
4848,206158,16,lz4,2,72
4849,37636,86,gzip,7,186
4850,196600,64,None,1,163
4851,154656,92,lz4,3,72
4852,173031,81,gzip,3,196
4853,204709,70,snappy,9,136
4854,110538,13,snappy,2,40
4855,106716,26,lz4,6,144
4856,162609,29,lz4,8,150
4857,39224,7,None,4,209
4858,230259,81,lz4,2,397
4859,201123,43,lz4,10,147
4860,159897,33,snappy,1,482
4861,258116,49,lz4,9,475
4862,177578,42,None,8,191
4863,139496,34,snappy,6,9
4864,192368,44,gzip,4,454
4865,97137,85,snappy,3,6
4866,108884,55,gzip,4,48
4867,230162,99,None,8,191
4868,177319,3,snappy,8,280
4869,73207,17,lz4,10,124
4870,228339,66,lz4,8,93
4871,245050,97,gzip,4,60
4872,178318,56,None,8,227
4873,210607,89,None,8,183
4874,52790,70,None,8,202
4875,35168,88,gzip,4,188
4876,166470,81,None,10,457
4877,142778,24,gzip,1,395
4878,128009,61,snappy,2,283
4879,178173,77,snappy,2,62
4880,29053,70,lz4,8,159
4881,19859,41,lz4,7,329
4882,105123,33,None,10,421
4883,17476,89,snappy,4,306
4884,183206,74,snappy,6,143
4885,131128,41,gzip,2,441
4886,5417,31,snappy,3,50
4887,120448,41,snappy,7,62
4888,19875,99,lz4,5,400
4889,126664,67,None,1,209
4890,103765,31,snappy,2,466
4891,232262,71,lz4,3,337
4892,99220,37,snappy,1,299
4893,148571,95,gzip,7,472
4894,17157,51,None,8,260
4895,63638,36,gzip,10,296
4896,203059,76,snappy,1,188
4897,95035,90,None,4,184
4898,242106,62,lz4,3,327
4899,136039,96,None,3,83
4900,195999,93,snappy,7,197
4901,75297,48,snappy,5,388
4902,237316,69,snappy,9,310
4903,232839,99,lz4,6,412
4904,68430,85,lz4,5,315
4905,67821,9,gzip,1,245
4906,49727,70,snappy,4,191
4907,99513,20,gzip,10,139
4908,107555,94,gzip,10,50
4909,216783,96,snappy,8,210
4910,183108,100,gzip,5,300
4911,31528,55,snappy,9,252
4912,5995,21,gzip,6,454
4913,92795,76,None,4,407
4914,125359,96,lz4,7,482
4915,129770,75,None,9,201
4916,218637,47,gzip,9,346
4917,46871,60,None,9,340
4918,226132,48,snappy,5,146
4919,223075,21,lz4,6,472
4920,169424,61,snappy,7,41
4921,72037,83,snappy,10,275
4922,32610,28,gzip,3,256
4923,187128,9,None,2,182
4924,113765,70,gzip,6,1
4925,68821,11,snappy,5,427
4926,87139,4,lz4,3,69
4927,5610,100,gzip,8,433
4928,101822,50,None,10,474
4929,115067,8,lz4,8,484
4930,28690,55,lz4,7,463
4931,5395,49,None,9,163
4932,110381,33,None,3,494
4933,160356,80,None,4,33
4934,42987,69,None,2,34
4935,120312,7,gzip,10,12
4936,54328,84,lz4,9,389
4937,106797,47,gzip,1,497
4938,197338,86,gzip,9,408
4939,150732,77,None,1,200
4940,50734,17,snappy,9,81
4941,148764,45,None,10,219
4942,131800,99,snappy,7,458
4943,94752,86,None,9,222
4944,184543,74,lz4,2,325
4945,255000,54,None,2,363
4946,32004,55,gzip,7,460
4947,55418,60,snappy,5,127
4948,141800,92,gzip,6,74
4949,38534,31,lz4,4,447
4950,67735,24,gzip,3,292
4951,165645,34,lz4,1,176
4952,51869,84,gzip,9,242
4953,34402,82,gzip,1,391
4954,80646,15,lz4,1,429
4955,63669,35,lz4,7,404
4956,182555,42,snappy,5,478
4957,180251,30,gzip,8,67
4958,165951,23,gzip,5,169
4959,128647,21,snappy,8,73
4960,8666,76,lz4,10,328
4961,159116,6,gzip,8,54
4962,111725,47,snappy,7,393
4963,214057,17,lz4,10,457
4964,34172,72,snappy,1,21
4965,225130,40,None,8,151
4966,100085,38,gzip,5,304
4967,201897,78,lz4,6,25
4968,180985,86,gzip,5,92
4969,143756,6,lz4,7,399
4970,90291,62,None,1,20
4971,120910,34,snappy,5,203
4972,148617,67,snappy,3,86
4973,212807,45,snappy,4,458
4974,94021,51,lz4,3,169
4975,177799,62,snappy,9,285
4976,39611,78,snappy,3,30
4977,166911,90,lz4,9,457
4978,92000,91,gzip,5,141
4979,63821,3,lz4,10,163
4980,169010,83,snappy,8,351
4981,257719,99,lz4,2,8
4982,130760,75,None,8,328
4983,85774,44,lz4,5,266
4984,70753,25,lz4,7,264
4985,97265,38,snappy,4,432
4986,64682,24,gzip,10,299
4987,188886,56,gzip,3,461
4988,237790,32,None,4,294
4989,250457,19,snappy,5,452
4990,204577,43,lz4,9,189
4991,25333,46,snappy,3,468
4992,191082,51,lz4,5,448
4993,121333,78,gzip,7,447
4994,113883,19,None,5,328
4995,89006,74,lz4,7,260
4996,29724,64,snappy,9,274
4997,119908,34,snappy,4,89
4998,258834,84,lz4,8,125
4999,241990,17,gzip,1,115
